provinsi,daerah,jenis,tahun,peng,Cluster
-1.6832508230603465,-1.1726039399558574,-1.224744871391589,-1.822033211218344,-1.1598791128661843,2
-1.6832508230603465,-1.1726039399558574,-1.224744871391589,-1.5955658064341418,-1.092133455322533,2
-1.6832508230603465,-1.1726039399558574,-1.224744871391589,-1.3690984016499397,-1.0099202756574015,2
-1.6832508230603465,-1.1726039399558574,-1.224744871391589,-1.1426309968657375,-0.9286369664876793,2
-1.6832508230603465,-1.1726039399558574,-1.224744871391589,-0.9161635920815355,-0.8360775425757838,2
-1.6832508230603465,-1.1726039399558574,-1.224744871391589,-0.6896961872973334,-0.7838957359475835,2
-1.6832508230603465,-1.1726039399558574,-1.224744871391589,-0.4632287825131313,-0.7506643456193507,2
-1.6832508230603465,-1.1726039399558574,-1.224744871391589,-0.2367613777289292,-0.6636497050319344,0
-1.6832508230603465,-1.1726039399558574,-1.224744871391589,-0.010293972944727097,-0.5859997787239053,0
-1.6832508230603465,-1.1726039399558574,-1.224744871391589,0.216173431839475,-0.536880230795094,0
-1.6832508230603465,-1.1726039399558574,-1.224744871391589,0.4426408366236771,-0.30183250331500544,0
-1.6832508230603465,-1.1726039399558574,-1.224744871391589,0.6691082414078792,-0.2659406501804618,0
-1.6832508230603465,-1.1726039399558574,-1.224744871391589,0.8955756461920813,-0.22546545389416178,0
-1.6832508230603465,-1.1726039399558574,-1.224744871391589,1.1220430509762833,-0.09290724882633031,0
-1.6832508230603465,-1.1726039399558574,-1.224744871391589,1.3485104557604854,-0.003958248010808937,0
-1.6832508230603465,-1.1726039399558574,-1.224744871391589,1.5749778605446876,0.09828732689493637,0
-1.6832508230603465,-1.1726039399558574,0.0,-1.822033211218344,-1.4293435285590865,2
-1.6832508230603465,-1.1726039399558574,0.0,-1.5955658064341418,-1.397136717758203,2
-1.6832508230603465,-1.1726039399558574,0.0,-1.3690984016499397,-1.370414420897837,2
-1.6832508230603465,-1.1726039399558574,0.0,-1.1426309968657375,-1.3188668777865675,2
-1.6832508230603465,-1.1726039399558574,0.0,-0.9161635920815355,-1.2416072674889571,2
-1.6832508230603465,-1.1726039399558574,0.0,-0.6896961872973334,-1.2434296988611333,2
-1.6832508230603465,-1.1726039399558574,0.0,-0.4632287825131313,-1.2292262140408186,2
-1.6832508230603465,-1.1726039399558574,0.0,-0.2367613777289292,-1.15894063245878,2
-1.6832508230603465,-1.1726039399558574,0.0,-0.010293972944727097,-0.9733109298566467,2
-1.6832508230603465,-1.1726039399558574,0.0,0.216173431839475,-0.9370172808290249,2
-1.6832508230603465,-1.1726039399558574,0.0,0.4426408366236771,-0.896335446654856,0
-1.6832508230603465,-1.1726039399558574,0.0,0.6691082414078792,-0.769356464559482,0
-1.6832508230603465,-1.1726039399558574,0.0,0.8955756461920813,-0.7588322821314977,0
-1.6832508230603465,-1.1726039399558574,0.0,1.1220430509762833,-0.6332481057792381,0
-1.6832508230603465,-1.1726039399558574,0.0,1.3485104557604854,-0.6332481057792381,0
-1.6832508230603465,-1.1726039399558574,0.0,1.5749778605446876,-0.5547056185944423,0
-1.6832508230603465,-1.1726039399558574,1.224744871391589,-1.822033211218344,-0.8691941340774229,2
-1.6832508230603465,-1.1726039399558574,1.224744871391589,-1.5955658064341418,-0.7692416657328882,2
-1.6832508230603465,-1.1726039399558574,1.224744871391589,-1.3690984016499397,-0.6603061892073907,2
-1.6832508230603465,-1.1726039399558574,1.224744871391589,-1.1426309968657375,-0.527475336926399,2
-1.6832508230603465,-1.1726039399558574,1.224744871391589,-0.9161635920815355,-0.3576563027168932,2
-1.6832508230603465,-1.1726039399558574,1.224744871391589,-0.6896961872973334,-0.3072969274608691,2
-1.6832508230603465,-1.1726039399558574,1.224744871391589,-0.4632287825131313,-0.25986205231232146,2
-1.6832508230603465,-1.1726039399558574,1.224744871391589,-0.2367613777289292,-0.10256183014286674,2
-1.6832508230603465,-1.1726039399558574,1.224744871391589,-0.010293972944727097,0.1607177987672958,1
-1.6832508230603465,-1.1726039399558574,1.224744871391589,0.216173431839475,0.24613099572372893,1
-1.6832508230603465,-1.1726039399558574,1.224744871391589,0.4426408366236771,0.5218634273486512,1
-1.6832508230603465,-1.1726039399558574,1.224744871391589,0.6691082414078792,0.6847342625785688,1
-1.6832508230603465,-1.1726039399558574,1.224744871391589,0.8955756461920813,0.7357307713221883,1
-1.6832508230603465,-1.1726039399558574,1.224744871391589,1.1220430509762833,0.9938760227129443,1
-1.6832508230603465,-1.1726039399558574,1.224744871391589,1.3485104557604854,1.0828221535578009,1
-1.6832508230603465,-1.1726039399558574,1.224744871391589,1.5749778605446876,1.2636102156483418,1
-1.6832508230603465,1.1726039399558574,-1.224744871391589,-1.822033211218344,-1.069581225838186,2
-1.6832508230603465,1.1726039399558574,-1.224744871391589,-1.5955658064341418,-0.9789073726530932,2
-1.6832508230603465,1.1726039399558574,-1.224744871391589,-1.3690984016499397,-0.8152846051089864,2
-1.6832508230603465,1.1726039399558574,-1.224744871391589,-1.1426309968657375,-0.7409609748015119,2
-1.6832508230603465,1.1726039399558574,-1.224744871391589,-0.9161635920815355,-0.6191680296975116,2
-1.6832508230603465,1.1726039399558574,-1.224744871391589,-0.6896961872973334,-0.4785739067681159,2
-1.6832508230603465,1.1726039399558574,-1.224744871391589,-0.4632287825131313,-0.4042875860792844,0
-1.6832508230603465,1.1726039399558574,-1.224744871391589,-0.2367613777289292,-0.26918658700240083,0
-1.6832508230603465,1.1726039399558574,-1.224744871391589,-0.010293972944727097,-0.3816033379443545,0
-1.6832508230603465,1.1726039399558574,-1.224744871391589,0.216173431839475,-0.14483649803602422,0
-1.6832508230603465,1.1726039399558574,-1.224744871391589,0.4426408366236771,0.032754416733880166,0
-1.6832508230603465,1.1726039399558574,-1.224744871391589,0.6691082414078792,0.10938263348522467,0
-1.6832508230603465,1.1726039399558574,-1.224744871391589,0.8955756461920813,0.11509100513760012,0
-1.6832508230603465,1.1726039399558574,-1.224744871391589,1.1220430509762833,0.16043941161280592,0
-1.6832508230603465,1.1726039399558574,-1.224744871391589,1.3485104557604854,0.3876808188845178,0
-1.6832508230603465,1.1726039399558574,-1.224744871391589,1.5749778605446876,0.39276353693195715,0
-1.6832508230603465,1.1726039399558574,0.0,-1.822033211218344,-1.1162612987018796,2
-1.6832508230603465,1.1726039399558574,0.0,-1.5955658064341418,-1.004323832860955,2
-1.6832508230603465,1.1726039399558574,0.0,-1.3690984016499397,-0.9847305431320624,2
-1.6832508230603465,1.1726039399558574,0.0,-1.1426309968657375,-0.8372054410470676,2
-1.6832508230603465,1.1726039399558574,0.0,-0.9161635920815355,-0.6487516873107273,2
-1.6832508230603465,1.1726039399558574,0.0,-0.6896961872973334,-0.6123661992218304,2
-1.6832508230603465,1.1726039399558574,0.0,-0.4632287825131313,-0.370014396399713,2
-1.6832508230603465,1.1726039399558574,0.0,-0.2367613777289292,-0.3699885666637294,2
-1.6832508230603465,1.1726039399558574,0.0,-0.010293972944727097,-0.19910190336690145,0
-1.6832508230603465,1.1726039399558574,0.0,0.216173431839475,-0.11430288013274503,0
-1.6832508230603465,1.1726039399558574,0.0,0.4426408366236771,-0.06654082832840513,0
-1.6832508230603465,1.1726039399558574,0.0,0.6691082414078792,0.09914257815305999,0
-1.6832508230603465,1.1726039399558574,0.0,0.8955756461920813,0.1178978364478179,0
-1.6832508230603465,1.1726039399558574,0.0,1.1220430509762833,0.3016677980591322,0
-1.6832508230603465,1.1726039399558574,0.0,1.3485104557604854,0.35808855135930756,0
-1.6832508230603465,1.1726039399558574,0.0,1.5749778605446876,0.336044306682638,0
-1.6832508230603465,1.1726039399558574,1.224744871391589,-1.822033211218344,-0.4658140171922179,2
-1.6832508230603465,1.1726039399558574,1.224744871391589,-1.5955658064341418,-0.2632055681368652,2
-1.6832508230603465,1.1726039399558574,1.224744871391589,-1.3690984016499397,-0.07998664089320098,2
-1.6832508230603465,1.1726039399558574,1.224744871391589,-1.1426309968657375,0.14186209149926834,2
-1.6832508230603465,1.1726039399558574,1.224744871391589,-0.9161635920815355,0.45210879033960893,1
-1.6832508230603465,1.1726039399558574,1.224744871391589,-0.6896961872973334,0.6290884013579014,1
-1.6832508230603465,1.1726039399558574,1.224744871391589,-0.4632287825131313,0.9457265248688504,1
-1.6832508230603465,1.1726039399558574,1.224744871391589,-0.2367613777289292,1.0808533536817175,1
-1.6832508230603465,1.1726039399558574,1.224744871391589,-0.010293972944727097,1.1393232660365917,1
-1.6832508230603465,1.1726039399558574,1.224744871391589,0.216173431839475,1.4608919991497433,1
-1.6832508230603465,1.1726039399558574,1.224744871391589,0.4426408366236771,1.6862449657239877,1
-1.6832508230603465,1.1726039399558574,1.224744871391589,0.6691082414078792,1.9285565889567973,1
-1.6832508230603465,1.1726039399558574,1.224744871391589,0.8955756461920813,1.9530173489332658,1
-1.6832508230603465,1.1726039399558574,1.224744871391589,1.1220430509762833,2.182135717019786,1
-1.6832508230603465,1.1726039399558574,1.224744871391589,1.3485104557604854,2.465800747562338,1
-1.6832508230603465,1.1726039399558574,1.224744871391589,1.5749778605446876,2.448836350962443,1
-1.6832508230603465,0.0,-1.224744871391589,-0.9161635920815355,-0.7750705761531871,2
-1.6832508230603465,0.0,-1.224744871391589,-0.6896961872973334,-0.6979401145354949,2
-1.6832508230603465,0.0,-1.224744871391589,-0.4632287825131313,-0.6528643552734493,2
-1.6832508230603465,0.0,-1.224744871391589,-0.2367613777289292,-0.5524239919158911,0
-1.6832508230603465,0.0,-1.224744871391589,-0.010293972944727097,-0.5279747118220819,0
-1.6832508230603465,0.0,-1.224744871391589,0.216173431839475,-0.42293952543010793,0
-1.6832508230603465,0.0,-1.224744871391589,0.4426408366236771,-0.20135196036813943,0
-1.6832508230603465,0.0,-1.224744871391589,0.6691082414078792,-0.1482374132738648,0
-1.6832508230603465,0.0,-1.224744871391589,0.8955756461920813,-0.11485678447106,0
-1.6832508230603465,0.0,-1.224744871391589,1.1220430509762833,-0.01057640036394004,0
-1.6832508230603465,0.0,-1.224744871391589,1.3485104557604854,0.1270587828100011,0
-1.6832508230603465,0.0,-1.224744871391589,1.5749778605446876,0.19848948268731248,0
-1.6832508230603465,0.0,0.0,-0.9161635920815355,-1.0748648418321645,2
-1.6832508230603465,0.0,0.0,-0.6896961872973334,-1.065767034824608,2
-1.6832508230603465,0.0,0.0,-0.4632287825131313,-0.9866275937415245,2
-1.6832508230603465,0.0,0.0,-0.2367613777289292,-0.9364834662853638,2
-1.6832508230603465,0.0,0.0,-0.010293972944727097,-0.7535257063722005,2
-1.6832508230603465,0.0,0.0,0.216173431839475,-0.6979114148288464,0
-1.6832508230603465,0.0,0.0,0.4426408366236771,-0.6471387637970848,0
-1.6832508230603465,0.0,0.0,0.6691082414078792,-0.496993378495087,0
-1.6832508230603465,0.0,0.0,0.8955756461920813,-0.4740795327069696,0
-1.6832508230603465,0.0,0.0,1.1220430509762833,-0.32942440128681916,0
-1.6832508230603465,0.0,0.0,1.3485104557604854,-0.30161151557381244,0
-1.6832508230603465,0.0,0.0,1.5749778605446876,-0.25160514670956424,0
-1.6832508230603465,0.0,1.224744871391589,-0.9161635920815355,-0.12990691063750384,2
-1.6832508230603465,0.0,1.224744871391589,-0.6896961872973334,-0.04367864201225493,2
-1.6832508230603465,0.0,1.224744871391589,-0.4632287825131313,0.08053655833287397,1
-1.6832508230603465,0.0,1.224744871391589,-0.2367613777289292,0.2311210491465929,1
-1.6832508230603465,0.0,1.224744871391589,-0.010293972944727097,0.4385280891535654,1
-1.6832508230603465,0.0,1.224744871391589,0.216173431839475,0.5991775670888935,1
-1.6832508230603465,0.0,1.224744871391589,0.4426408366236771,0.8715377831826236,1
-1.6832508230603465,0.0,1.224744871391589,0.6691082414078792,1.074797715578896,1
-1.6832508230603465,0.0,1.224744871391589,0.8955756461920813,1.131095060140483,1
-1.6832508230603465,0.0,1.224744871391589,1.1220430509762833,1.3800305756677533,1
-1.6832508230603465,0.0,1.224744871391589,1.3485104557604854,1.5454786445547013,1
-1.6832508230603465,0.0,1.224744871391589,1.5749778605446876,1.6669157132962609,1
1.6832508230603465,-1.1726039399558574,-1.224744871391589,-1.822033211218344,-1.2284054024306732,2
1.6832508230603465,-1.1726039399558574,-1.224744871391589,-1.5955658064341418,-1.1509104545385456,2
1.6832508230603465,-1.1726039399558574,-1.224744871391589,-1.3690984016499397,-1.0910141667632438,2
1.6832508230603465,-1.1726039399558574,-1.224744871391589,-1.1426309968657375,-1.0058104776653443,2
1.6832508230603465,-1.1726039399558574,-1.224744871391589,-0.9161635920815355,-0.8344847088567952,2
1.6832508230603465,-1.1726039399558574,-1.224744871391589,-0.6896961872973334,-0.7440863728555274,2
1.6832508230603465,-1.1726039399558574,-1.224744871391589,-0.4632287825131313,-0.6775059234018029,2
1.6832508230603465,-1.1726039399558574,-1.224744871391589,-0.2367613777289292,-0.6235389950200696,2
1.6832508230603465,-1.1726039399558574,-1.224744871391589,-0.010293972944727097,-0.5344809353192841,0
1.6832508230603465,-1.1726039399558574,-1.224744871391589,0.216173431839475,-0.42573200688700147,0
1.6832508230603465,-1.1726039399558574,-1.224744871391589,0.4426408366236771,-0.3120122892632084,0
1.6832508230603465,-1.1726039399558574,-1.224744871391589,0.6691082414078792,-0.2290443073132227,0
1.6832508230603465,-1.1726039399558574,-1.224744871391589,0.8955756461920813,-0.18821897460581163,0
1.6832508230603465,-1.1726039399558574,-1.224744871391589,1.1220430509762833,-0.15749880860931756,0
1.6832508230603465,-1.1726039399558574,-1.224744871391589,1.3485104557604854,-0.05639548202818031,0
1.6832508230603465,-1.1726039399558574,-1.224744871391589,1.5749778605446876,0.09196765149094907,0
1.6832508230603465,-1.1726039399558574,0.0,-1.822033211218344,-1.4030316375037932,2
1.6832508230603465,-1.1726039399558574,0.0,-1.5955658064341418,-1.3757037768331453,2
1.6832508230603465,-1.1726039399558574,0.0,-1.3690984016499397,-1.3537571111590805,2
1.6832508230603465,-1.1726039399558574,0.0,-1.1426309968657375,-1.2883619595899367,2
1.6832508230603465,-1.1726039399558574,0.0,-0.9161635920815355,-1.187307422510102,2
1.6832508230603465,-1.1726039399558574,0.0,-0.6896961872973334,-1.1613571477585791,2
1.6832508230603465,-1.1726039399558574,0.0,-0.4632287825131313,-1.1244148853607026,2
1.6832508230603465,-1.1726039399558574,0.0,-0.2367613777289292,-1.0828462302510966,2
1.6832508230603465,-1.1726039399558574,0.0,-0.010293972944727097,-0.9468383204441223,2
1.6832508230603465,-1.1726039399558574,0.0,0.216173431839475,-0.8956150840179801,2
1.6832508230603465,-1.1726039399558574,0.0,0.4426408366236771,-0.9218494858653224,0
1.6832508230603465,-1.1726039399558574,0.0,0.6691082414078792,-0.751450717581518,0
1.6832508230603465,-1.1726039399558574,0.0,0.8955756461920813,-0.6608629635163705,0
1.6832508230603465,-1.1726039399558574,0.0,1.1220430509762833,-0.5990380554542932,0
1.6832508230603465,-1.1726039399558574,0.0,1.3485104557604854,-0.6207752132698244,0
1.6832508230603465,-1.1726039399558574,0.0,1.5749778605446876,-0.5597768567592223,0
1.6832508230603465,-1.1726039399558574,1.224744871391589,-1.822033211218344,-0.9114085325866186,2
1.6832508230603465,-1.1726039399558574,1.224744871391589,-1.5955658064341418,-0.8065857240238431,2
1.6832508230603465,-1.1726039399558574,1.224744871391589,-1.3690984016499397,-0.7247427705744763,2
1.6832508230603465,-1.1726039399558574,1.224744871391589,-1.1426309968657375,-0.5741439299074332,2
1.6832508230603465,-1.1726039399558574,1.224744871391589,-0.9161635920815355,-0.30176362401904916,2
1.6832508230603465,-1.1726039399558574,1.224744871391589,-0.6896961872973334,-0.18541788323692351,2
1.6832508230603465,-1.1726039399558574,1.224744871391589,-0.4632287825131313,-0.08189230141465763,2
1.6832508230603465,-1.1726039399558574,1.224744871391589,-0.2367613777289292,0.013643282076681546,2
1.6832508230603465,-1.1726039399558574,1.224744871391589,-0.010293972944727097,0.2387092515844414,1
1.6832508230603465,-1.1726039399558574,1.224744871391589,0.216173431839475,0.39868141644286625,1
1.6832508230603465,-1.1726039399558574,1.224744871391589,0.4426408366236771,0.48616960218998184,1
1.6832508230603465,-1.1726039399558574,1.224744871391589,0.6691082414078792,0.7395363524237719,1
1.6832508230603465,-1.1726039399558574,1.224744871391589,0.8955756461920813,0.8709465692256657,1
1.6832508230603465,-1.1726039399558574,1.224744871391589,1.1220430509762833,0.9634945132549019,1
1.6832508230603465,-1.1726039399558574,1.224744871391589,1.3485104557604854,1.042860682020508,1
1.6832508230603465,-1.1726039399558574,1.224744871391589,1.5749778605446876,1.2522221720502393,1
1.6832508230603465,1.1726039399558574,-1.224744871391589,-1.822033211218344,-1.1242053775021688,2
1.6832508230603465,1.1726039399558574,-1.224744871391589,-1.5955658064341418,-1.0670499117117933,2
1.6832508230603465,1.1726039399558574,-1.224744871391589,-1.3690984016499397,-0.9805489958733842,2
1.6832508230603465,1.1726039399558574,-1.224744871391589,-1.1426309968657375,-0.8917721932977535,2
1.6832508230603465,1.1726039399558574,-1.224744871391589,-0.9161635920815355,-0.7890329834376549,2
1.6832508230603465,1.1726039399558574,-1.224744871391589,-0.6896961872973334,-0.7183169062558898,2
1.6832508230603465,1.1726039399558574,-1.224744871391589,-0.4632287825131313,-0.6768573100315481,0
1.6832508230603465,1.1726039399558574,-1.224744871391589,-0.2367613777289292,-0.5252051901305071,0
1.6832508230603465,1.1726039399558574,-1.224744871391589,-0.010293972944727097,-0.5259112029140588,0
1.6832508230603465,1.1726039399558574,-1.224744871391589,0.216173431839475,-0.3047283037158334,0
1.6832508230603465,1.1726039399558574,-1.224744871391589,0.4426408366236771,-0.13095444993017202,0
