provinsi,daerah,jenis,tahun,peng,Cluster,peng_asli
-1.6899629426166276,-1.1883358425936152,-1.224744871391589,-1.8387782474690042,-1.152282027893591,2,195176.0
-1.6899629426166276,-1.1883358425936152,-1.224744871391589,-1.6119473350515658,-1.0852920495183476,2,218781.0
-1.6899629426166276,-1.1883358425936152,-1.224744871391589,-1.3851164226341277,-1.003995929182096,2,247427.0
-1.6899629426166276,-1.1883358425936152,-1.224744871391589,-1.1582855102166894,-0.9236193069603783,2,275749.0
-1.6899629426166276,-1.1883358425936152,-1.224744871391589,-0.9314545977992512,-0.8320923511213623,2,308000.0
-1.6899629426166276,-1.1883358425936152,-1.224744871391589,-0.704623685381813,-0.7804926143359916,2,326182.0
-1.6899629426166276,-1.1883358425936152,-1.224744871391589,-0.4777927729643747,-0.7476319085699699,2,337761.0
-1.6899629426166276,-1.1883358425936152,-1.224744871391589,-0.2509618605469365,-0.6615878859324352,2,368080.0
-1.6899629426166276,-1.1883358425936152,-1.224744871391589,-0.024130948129498245,-0.5848041174545455,0,395136.0
-1.6899629426166276,-1.1883358425936152,-1.224744871391589,0.20269996428794,-0.5362324809414216,0,412251.0
-1.6899629426166276,-1.1883358425936152,-1.224744871391589,0.4295308767053782,-0.3038066288357636,0,494150.0
-1.6899629426166276,-1.1883358425936152,-1.224744871391589,0.6563617891228165,-0.26831513679760244,0,506656.0
-1.6899629426166276,-1.1883358425936152,-1.224744871391589,0.8831927015402548,-0.22829142720107387,0,520759.0
-1.6899629426166276,-1.1883358425936152,-1.224744871391589,1.110023613957693,-0.09721186265137077,0,566947.0
-1.6899629426166276,-1.1883358425936152,-1.224744871391589,1.3368545263751312,-0.009255056899033625,0,597940.0
-1.6899629426166276,-1.1883358425936152,-1.224744871391589,1.5636854387925694,0.09185000429971328,0,633566.0
-1.6899629426166276,-1.1883358425936152,0.0,-1.8387782474690042,-1.4187406620655876,2,101284.99999999994
-1.6899629426166276,-1.1883358425936152,0.0,-1.6119473350515658,-1.3868931069998396,2,112506.99999999994
-1.6899629426166276,-1.1883358425936152,0.0,-1.3851164226341277,-1.3604688880355569,2,121818.0
-1.6899629426166276,-1.1883358425936152,0.0,-1.1582855102166894,-1.309496339778927,2,139779.0
-1.6899629426166276,-1.1883358425936152,0.0,-0.9314545977992512,-1.2330985334725704,2,166698.99999999994
-1.6899629426166276,-1.1883358425936152,0.0,-0.704623685381813,-1.2349006362587716,2,166064.0
-1.6899629426166276,-1.1883358425936152,0.0,-0.4777927729643747,-1.2208555863549766,2,171013.0
-1.6899629426166276,-1.1883358425936152,0.0,-0.2509618605469365,-1.1513540159076259,2,195503.00000000006
-1.6899629426166276,-1.1883358425936152,0.0,-0.024130948129498245,-0.9677949478580288,2,260183.0
-1.6899629426166276,-1.1883358425936152,0.0,0.20269996428794,-0.9319061418197603,2,272829.0
-1.6899629426166276,-1.1883358425936152,0.0,0.4295308767053782,-0.8916780993088907,0,287004.0
-1.6899629426166276,-1.1883358425936152,0.0,0.6563617891228165,-0.7661155234463927,0,331248.0
-1.6899629426166276,-1.1883358425936152,0.0,0.8831927015402548,-0.7557087346007236,0,334915.0
-1.6899629426166276,-1.1883358425936152,0.0,1.110023613957693,-0.6315254059100267,0,378673.0
-1.6899629426166276,-1.1883358425936152,0.0,1.3368545263751312,-0.6315254059100267,0,378673.0
-1.6899629426166276,-1.1883358425936152,0.0,1.5636854387925694,-0.55385903276047,0,406040.0
-1.6899629426166276,-1.1883358425936152,1.224744871391589,-1.8387782474690042,-0.864839538601639,2,296461.0
-1.6899629426166276,-1.1883358425936152,1.224744871391589,-1.6119473350515658,-0.7660020051606476,2,331288.0
-1.6899629426166276,-1.1883358425936152,1.224744871391589,-1.3851164226341277,-0.6582816658601133,2,369245.0
-1.6899629426166276,-1.1883358425936152,1.224744871391589,-1.1582855102166894,-0.5269324953817659,2,415528.0
-1.6899629426166276,-1.1883358425936152,1.224744871391589,-0.9314545977992512,-0.35900773323639307,2,474699.0
-1.6899629426166276,-1.1883358425936152,1.224744871391589,-0.704623685381813,-0.3092100992372236,2,492246.0
-1.6899629426166276,-1.1883358425936152,1.224744871391589,-0.4777927729643747,-0.26230434356740695,2,508774.0
-1.6899629426166276,-1.1883358425936152,1.224744871391589,-0.2509618605469365,-0.10675875048252174,2,563583.0
-1.6899629426166276,-1.1883358425936152,1.224744871391589,-0.024130948129498245,0.15358408604496512,1,655319.0
-1.6899629426166276,-1.1883358425936152,1.224744871391589,0.20269996428794,0.23804452859635755,1,685080.0
-1.6899629426166276,-1.1883358425936152,1.224744871391589,0.4295308767053782,0.5107012611700288,1,781155.0
-1.6899629426166276,-1.1883358425936152,1.224744871391589,0.6563617891228165,0.671755329070688,1,837905.0
-1.6899629426166276,-1.1883358425936152,1.224744871391589,0.8831927015402548,0.722182989555742,1,855674.0
-1.6899629426166276,-1.1883358425936152,1.224744871391589,1.110023613957693,0.9774487207532856,1,945621.0
-1.6899629426166276,-1.1883358425936152,1.224744871391589,1.3368545263751312,1.065402688548479,1,976613.0
-1.6899629426166276,-1.1883358425936152,1.224744871391589,1.5636854387925694,1.2441741228967826,1,1039606.0
-1.6899629426166276,1.1633182459074338,-1.224744871391589,-1.8387782474690042,-1.0629913822837507,2,226639.0
-1.6899629426166276,1.1633182459074338,-1.224744871391589,-1.6119473350515658,-0.9733289642880955,2,258233.0
-1.6899629426166276,1.1633182459074338,-1.224744871391589,-1.3851164226341277,-0.8115313516158067,2,315245.0
-1.6899629426166276,1.1633182459074338,-1.224744871391589,-1.1582855102166894,-0.7380367754673772,2,341142.0
-1.6899629426166276,1.1633182459074338,-1.224744871391589,-0.9314545977992512,-0.6176023881634076,2,383579.0
-1.6899629426166276,1.1633182459074338,-1.224744871391589,-0.704623685381813,-0.47857654361155744,2,432567.0
-1.6899629426166276,1.1633182459074338,-1.224744871391589,-0.4777927729643747,-0.4051188609059951,0,458451.0
-1.6899629426166276,1.1633182459074338,-1.224744871391589,-0.2509618605469365,-0.27152486632704115,0,505525.0
-1.6899629426166276,1.1633182459074338,-1.224744871391589,-0.024130948129498245,-0.38268764764279134,0,466355.0
-1.6899629426166276,1.1633182459074338,-1.224744871391589,0.20269996428794,-0.14856185920810255,0,548853.0
-1.6899629426166276,1.1633182459074338,-1.224744871391589,0.4295308767053782,0.02704809088220397,0,610732.0
-1.6899629426166276,1.1633182459074338,-1.224744871391589,0.6563617891228165,0.10282154661696348,0,637432.0
-1.6899629426166276,1.1633182459074338,-1.224744871391589,0.8831927015402548,0.10846624337563153,0,639421.0
-1.6899629426166276,1.1633182459074338,-1.224744871391589,1.110023613957693,0.15330880420203358,0,655222.0
-1.6899629426166276,1.1633182459074338,-1.224744871391589,1.3368545263751312,0.3780154128770345,0,734401.0
-1.6899629426166276,1.1633182459074338,-1.224744871391589,1.5636854387925694,0.3830414349783925,0,736172.0
-1.6899629426166276,1.1633182459074338,0.0,-1.8387782474690042,-1.1091507552247941,2,210374.0
-1.6899629426166276,1.1633182459074338,0.0,-1.6119473350515658,-0.9984619127520292,2,249377.0
-1.6899629426166276,1.1633182459074338,0.0,-1.3851164226341277,-0.9790871793325084,2,256204.0
-1.6899629426166276,1.1633182459074338,0.0,-1.1582855102166894,-0.8332076682788064,2,307607.0
-1.6899629426166276,1.1633182459074338,0.0,-0.9314545977992512,-0.6468560503998833,2,373271.0
-1.6899629426166276,1.1633182459074338,0.0,-0.704623685381813,-0.6108764297330188,2,385949.0
